      timestamp  track  channel  event  note  midi_value
118       11794      1        0      1    77          57
119       11794      2        0      1    49          49
120       11794      1        0      1    68          57
121       11795      2        0      0    68           0
122       12039      2        0      0    49           0
123       12067      2        0      1    56          49
124       12312      2        0      0    56           0
125       12337      1        0      0    77           0
126       12339      2        0      1    61          49
127       12339      1        0      1    80          57
128       12585      2        0      0    61           0
129       12585      1        0      0    80           0
130       12612      2        0      1    53          49
131       12612      1        0      1    72          57
132       12857      2        0      0    53           0
133       12885      2        0      1    61          49
134       13103      1        0      0    72           0
135       13157      1        0      1    73          57
136       13376      2        0      0    61           0
137       13430      2        0      1    65          49
138       13648      1        0      0    73           0
139       13703      1        0      1    73          57
140       13703      1        0      1    68          57
141       13921      2        0      0    65           0
142       13976      2        0      1    54          49
143       14246      2        0      0    54           0
144       14276      2        0      1    61          49
145       14455      1        0      0    73           0
146       14455      1        0      0    68           0
147       14575      1        0      1    66          57
148       14845      1        0      0    66           0
149       14875      1        0      1    68          57
150       15445      1        0      0    68           0
151       15475      1        0      1    73          57
152       15737      1        0      0    73           0
153       15738      1        0      1    73          57
154       15745      1        0      0    73           0
155       15775      1        0      1    75          57
156       16045      1        0      0    75           0
157       16075      1        0      1    73          57
158       16256      2        0      0    61           0
159       16338      1        0      1    75          57
160       16345      1        0      0    73           0
161       16375      1        0      1    77          57
162       16375      1        0      1    68          57
163       16376      2        0      1    49          49
164       16403      1        0      0    75           0
165       16621      2        0      0    49           0
166       16648      2        0      1    56          49
167       16867      1        0      0    68           0
168       16867      1        0      0    77           0
169       16894      2        0      0    56           0
170       16921      2        0      1    61          49
171       16921      1        0      1    80          57
172       16921      1        0      1    73          57
173       17167      2        0      0    61           0
174       17167      1        0      0    73           0
175       17167      1        0      0    80           0
176       17194      2        0      1    53          49
177       17194      1        0      1    84          57
178       17194      1        0      1    75          57
179       17439      2        0      0    53           0
180       17467      2        0      1    56          49
181       17736      1        0      0    75           0
182       17736      1        0      0    84           0
183       17766      1        0      1    77          57
184       17766      1        0      1    85          57
185       17947      2        0      0    56           0
186       18036      1        0      0    85           0
187       18036      1        0      0    77           0
188       18066      1        0      1    80          57
189       18066      1        0      1    73          57
190       18067      2        0      1    61          49
191       18290      1        0      0    80           0
192       18291      1        0      1    80          80
193       18336      1        0      0    80           0
194       18336      1        0      0    73           0
195       18366      1        0      1    82          57
196       18366      1        0      1    73          57
197       18547      2        0      0    61           0
198       18667      2        0      1    54          49
199       18966      1        0      0    82           0
200       18966      1        0      0    73           0
201       18967      2        0      0    54           0
202       19000      2        0      1    61          49
203       19000      1        0      1    80          57
204       19266      1        0      0    80           0
205       19333      1        0      1    68          57
206       19633      1        0      0    68           0
207       19666      1        0      1    73          57
208       19966      1        0      0    73           0
209       20666      1        0      1    82          57
210       20966      1        0      0    82           0
211       21000      1        0      1    84          57
212       21200      2        0      0    61           0
213       21300      1        0      0    84           0
214       21333      1        0      1    85          57
215       21333      1        0      1    77          57
216       21333      2        0      1    58          49
217       21590      2        0      0    58           0
218       21619      2        0      1    65          49
219       21847      1        0      0    85           0
220       21847      1        0      0    77           0
221       21904      1        0      1    73          57
222       22161      1        0      0    73           0
223       22190      1        0      1    84          57
224       22190      1        0      1    75          57
225       22733      1        0      0    84           0
226       22733      1        0      0    75           0
227       22761      1        0      1    80          57
228       22761      1        0      1    72          57
229       23276      1        0      0    80           0
230       23276      1        0      0    72           0
231       23297      1        0      1    80          57
232       23333      1        0      1    82          57
233       23333      1        0      1    73          57
234       23361      1        0      0    80           0
235       23619      2        0      1    54          49
236       23619      2        0      0    65           0
237       23876      1        0      0    73           0
238       23876      1        0      0    82           0
239       23876      2        0      0    54           0
240       23904      1        0      1    80          57
241       23905      2        0      1    61          49
242       24162      2        0      0    61           0
243       24190      2        0      1    68          49
244       24419      1        0      0    80           0
245       24476      1        0      1    73          57
246       24990      1        0      0    73           0
247       25047      1        0      1    75          57
248       25546      1        0      0    75           0
249       25547      1        0      1    75          80
250       25561      1        0      0    75           0
251       25618      1        0      0    68           0
252       25619      1        0      1    77          57
253       25619      1        0      1    68          57
254       25905      2        0      1    49          49
255       25905      2        0      0    68           0
256       26150      2        0      0    49           0
257       26150      1        0      0    77           0
258       26177      2        0      1    56          49
259       26177      1        0      1    68          57
260       26423      2        0      0    56           0
261       26423      1        0      0    68           0
262       26450      2        0      1    61          49
263       26450      1        0      1    80          57
264       26695      1        0      0    80           0
265       26723      1        0      1    75          57
266       26941      2        0      0    61           0
267       26995      2        0      1    48          49
268       27241      2        0      0    48           0
269       27241      1        0      0    75           0
270       27268      2        0      1    56          49
271       27268      1        0      1    68          57
272       27513      1        0      0    68           0
273       27514      2        0      0    56           0
274       27541      2        0      1    60          49
275       27541      1        0      1    80          57
276       27786      1        0      0    80           0
277       27813      1        0      1    78          57
278       28032      2        0      0    60           0
279       28086      2        0      1    46          49
280       28332      2        0      0    46           0
281       28332      1        0      0    78           0
282       28359      2        0      1    53          49
283       28359      1        0      1    77          57
284       28604      1        0      0    77           0
285       28632      1        0      1    75          57
286       28877      1        0      0    75           0
287       28904      1        0      1    73          57
288       29150      1        0      0    73           0
289       29723      1        0      1    82          57
290       29723      1        0      1    73          57
291       29968      1        0      0    82           0
292       29968      1        0      0    73           0
293       29995      1        0      1    84          57
294       29995      1        0      1    75          57
295       30159      2        0      0    53           0
296       30241      1        0      0    75           0
297       30241      1        0      0    84           0
298       30268      2        0      1    54          49
299       30268      1        0      1    85          57
300       30268      1        0      1    78          57
301       30514      2        0      0    54           0
302       30541      2        0      1    61          49
303       30786      2        0      0    61           0
304       30814      2        0      1    68          49
305       31086      1        0      0    85           0
306       31086      1        0      0    78           0
307       31086      1        0      1    84          57
308       31086      1        0      1    75          57
309       31523      1        0      0    84           0
310       31523      1        0      0    75           0
311       31632      1        0      1    80          57
312       31632      1        0      1    72          57
313       32123      1        0      0    80           0
314       32123      1        0      0    72           0
315       32143      1        0      1    80          57
316       32177      1        0      1    82          57
317       32177      1        0      1    73          57
318       32204      1        0      0    80           0
319       32450      2        0      1    53          49
320       32450      2        0      0    68           0
321       32695      2        0      0    53           0
322       32695      1        0      0    73           0
323       32695      1        0      0    82           0
324       32723      2        0      1    61          49
325       32723      1        0      1    80          57
326       32968      2        0      0    61           0
327       32995      2        0      1    65          49
328       33213      1        0      0    80           0
329       33268      1        0      1    73          57
330       33759      1        0      0    73           0
331       33813      1        0      1    75          57
332       34448      1        0      1    63          57
333       34509      1        0      0    63           0
334       34509      1        0      1    68          57
335       34570      1        0      0    68           0
336       34570      1        0      1    70          57
337       34631      1        0      0    75           0
338       34632      1        0      1    75          57
339       34632      1        0      0    70           0
340       34632      2        0      0    65           0
341       34632      2        0      1    51          49
342       34633      1        0      0    75           0
343       34877      2        0      0    51           0
344       34905      2        0      1    58          49
345       35150      2        0      0    58           0
346       35177      2        0      1    61          49
347       35450      1        0      1    66          57
348       35614      2        0      0    61           0
349       35723      2        0      1    63          49
350       35886      1        0      0    66           0
351       35995      1        0      1    68          57
352       36159      2        0      0    63           0
353       36268      2        0      1    61          49
354       36486      1        0      0    68           0
355       36541      1        0      1    70          57
356       36705      2        0      0    61           0
357       36814      2        0      1    63          49
358       37059      1        0      0    70           0
359       37086      1        0      1    73          57
360       37250      2        0      0    63           0
361       37359      2        0      1    61          49
362       37577      1        0      0    73           0
363       37632      1        0      1    75          57
364       37795      2        0      0    61           0
365       37905      2        0      1    63          49
366       38123      1        0      0    75           0
367       38177      1        0      1    78          57
368       38341      2        0      0    63           0
369       38450      2        0      1    61          49
370       38811      1        0      1    80          57
371       38873      1        0      1    75          57
372       38873      1        0      0    80           0
373       38886      2        0      0    61           0
374       38934      1        0      0    75           0
375       38934      1        0      1    73          57
376       38995      1        0      0    78           0
377       38995      1        0      0    73           0
378       38995      1        0      1    68          57
379       38995      2        0      1    44          49
380       39241      2        0      0    44           0
381       39268      2        0      1    51          49
382       39514      2        0      0    51           0
383       39541      2        0      1    54          49
384       39786      2        0      0    54           0
385       39814      2        0      1    61          49
386       40332      1        0      0    68           0
387       40359      1        0      1    68          57
388       40905      2        0      0    61           0
389       40905      2        0      1    60          49
390       41150      2        0      0    60           0
391       41177      2        0      1    60          37
392       41177      2        0      1    56          37
393       42159      1        0      0    68           0
394       42541      1        0      1    73          63
395       42778      1        0      0    73           0
396       42779      1        0      1    73          63
397       42786      1        0      0    73           0
398       42813      1        0      1    75          63
399       43059      1        0      0    75           0
400       43086      1        0      1    73          63
401       43141      2        0      0    56           0
402       43141      2        0      0    60           0
403       43325      1        0      1    75          57
404       43332      1        0      0    73           0
405       43357      1        0      0    75           0
406       43359      1        0      1    68          57
407       43359      2        0      1    49          49
408       43359      1        0      1    77          57
409       43605      2        0      0    49           0
410       43632      2        0      1    56          49
411       43877      2        0      0    56           0
412       43902      1        0      0    68           0
413       43902      1        0      0    77           0
414       43904      1        0      1    80          57
415       43905      2        0      1    61          49
416       44150      2        0      0    61           0
417       44150      1        0      0    80           0
418       44177      2        0      1    53          49
419       44177      1        0      1    72          57
420       44423      2        0      0    53           0
421       44450      2        0      1    61          49
422       44668      1        0      0    72           0
423       44723      1        0      1    73          57
424       44941      2        0      0    61           0
425       44995      2        0      1    65          49
426       45213      1        0      0    73           0
427       45268      1        0      1    73          57
428       45268      1        0      1    68          57
429       45486      2        0      0    65           0
430       45541      2        0      1    54          49
431       45831      2        0      0    54           0
432       45864      2        0      1    61          49
433       46154      2        0      0    61           0
434       46186      2        0      1    66          49
435       46476      2        0      0    66           0
436       46508      2        0      0    68           0
437       46509      2        0      1    68          49
438       46702      1        0      0    68           0
439       46702      1        0      0    73           0
440       47153      1        0      1    73          57
441       47435      1        0      0    73           0
442       47436      1        0      1    73          57
443       47444      1        0      0    73           0
444       47476      1        0      1    75          57
445       47766      1        0      0    75           0
446       47799      1        0      1    73          57
447       48081      1        0      1    75          57
448       48089      1        0      0    73           0
449       48121      1        0      1    68          57
450       48121      1        0      1    77          57
451       48122      2        0      1    49          49
452       48149      1        0      0    75           0
453       48367      2        0      0    49           0
454       48394      2        0      1    56          49
455       48612      1        0      0    77           0
456       48612      1        0      0    68           0
457       48640      2        0      0    56           0
458       48667      1        0      1    80          57
459       48667      1        0      1    73          57
460       48667      2        0      1    61          49
461       48912      1        0      0    73           0
462       48912      1        0      0    80           0
463       48912      2        0      0    61           0
464       48940      1        0      1    84          57
465       48940      1        0      1    75          57
466       48940      2        0      1    53          49
467       49185      2        0      0    53           0
468       49212      2        0      1    56          49
469       49458      1        0      0    84           0
470       49458      1        0      0    75           0
471       49485      1        0      1    85          57
472       49485      1        0      1    77          57
473       49645      2        0      0    56           0
474       49730      1        0      0    77           0
475       49730      1        0      0    85           0
476       49758      1        0      1    80          57
477       49758      1        0      1    73          57
478       49758      2        0      1    61          49
479       49961      1        0      0    80           0
480       49962      1        0      1    80          80
481       50003      1        0      0    73           0
482       50003      1        0      0    80           0
483       50030      1        0      1    73          57
484       50030      1        0      1    82          57
485       50191      2        0      0    61           0
486       50303      2        0      1    54          49
487       50573      1        0      0    82           0
488       50573      2        0      0    54           0
489       50573      1        0      0    73           0
490       50603      1        0      1    80          57
491       50603      2        0      1    61          49
492       50873      2        0      0    61           0
493       50903      2        0      1    68          49
494       51143      1        0      0    80           0
495       51203      1        0      1    73          57
496       51773      1        0      0    73           0
497       51803      1        0      1    73          57
498       52065      1        0      0    73           0
499       52066      1        0      1    73          57
500       52073      1        0      0    73           0
501       52103      1        0      1    75          57
502       52373      1        0      0    75           0
503       52403      1        0      1    73          57
504       52666      1        0      1    75          57
505       52673      1        0      0    73           0
506       52701      1        0      0    75           0
507       52702      1        0      0    68           0
508       52703      1        0      1    68          57
509       52703      1        0      1    77          57
510       52703      2        0      1    49          49
511       52704      2        0      0    68           0
512       52949      2        0      0    49           0
513       52976      2        0      1    56          49
514       53222      2        0      0    56           0
515       53246      1        0      0    77           0
516       53249      1        0      1    80          57
517       53249      2        0      1    61          49
518       53494      1        0      0    80           0
519       53494      2        0      0    61           0
520       53521      1        0      1    72          57
521       53522      2        0      1    53          49
522       53767      2        0      0    53           0
523       53794      2        0      1    61          49
524       54012      1        0      0    72           0
525       54067      1        0      1    73          57
526       54285      2        0      0    61           0
527       54340      2        0      1    65          49
528       54558      1        0      0    73           0
529       54612      1        0      1    68          57
530       54612      1        0      1    73          57
531       54831      2        0      0    65           0
532       54885      2        0      1    54          49
533       55155      2        0      0    54           0
534       55185      2        0      1    61          49
535       55365      1        0      0    68           0
536       55365      1        0      0    73           0
537       55485      1        0      1    66          57
538       55755      1        0      0    66           0
539       55785      1        0      1    68          57
540       56355      1        0      0    68           0
541       56385      1        0      1    73          57
542       56646      1        0      0    73           0
543       56647      1        0      1    73          57
544       56655      1        0      0    73           0
545       56685      1        0      1    75          57
546       56955      1        0      0    75           0
547       56985      1        0      1    73          57
548       57165      2        0      0    61           0
549       57247      1        0      1    75          57
550       57255      1        0      0    73           0
551       57285      1        0      1    68          57
552       57285      2        0      1    49          49
553       57285      1        0      1    77          57
554       57312      1        0      0    75           0
555       57531      2        0      0    49           0
556       57558      2        0      1    56          49
557       57776      1        0      0    77           0
558       57776      1        0      0    68           0
559       57803      2        0      0    56           0
560       57830      1        0      1    73          57
561       57830      1        0      1    80          57
562       57831      2        0      1    61          49
563       58076      1        0      0    80           0
564       58076      2        0      0    61           0
565       58076      1        0      0    73           0
566       58103      1        0      1    75          57
567       58103      2        0      1    53          49
568       58103      1        0      1    84          57
569       58349      2        0      0    53           0
570       58376      2        0      1    56          49
571       58646      1        0      0    84           0
572       58646      1        0      0    75           0
573       58676      1        0      1    85          57
574       58676      1        0      1    77          57
575       58856      2        0      0    56           0
576       58946      1        0      0    77           0
577       58946      1        0      0    85           0
578       58976      1        0      1    73          57
579       58976      2        0      1    61          49
580       58976      1        0      1    80          57
581       59200      1        0      0    80           0
582       59201      1        0      1    80          80
583       59246      1        0      0    73           0
584       59246      1        0      0    80           0
585       59276      1        0      1    73          57
586       59276      1        0      1    82          57
587       59456      2        0      0    61           0
588       59576      2        0      1    54          49
589       59876      2        0      0    54           0
590       59876      1        0      0    73           0
591       59876      1        0      0    82           0
592       59909      1        0      1    80          57
593       59909      2        0      1    61          49
594       60176      1        0      0    80           0
595       60242      1        0      1    68          57
596       60542      1        0      0    68           0
597       60576      1        0      1    73          57
598       60876      1        0      0    73           0
599       61576      1        0      1    82          57
600       61876      1        0      0    82           0
601       61909      1        0      1    84          57
602       62109      2        0      0    61           0
603       62209      1        0      0    84           0
604       62242      1        0      1    85          57
605       62242      1        0      1    77          57
606       62243      2        0      1    58          49
607       62500      2        0      0    58           0
608       62528      2        0      1    65          49
609       62757      1        0      0    77           0
610       62757      1        0      0    85           0
611       62814      1        0      1    73          57
612       63071      1        0      0    73           0
613       63100      1        0      1    75          57
614       63100      1        0      1    84          57
615       63643      1        0      0    75           0
616       63643      1        0      0    84           0
617       63671      1        0      1    72          57
618       63671      1        0      1    80          57
619       64185      1        0      0    72           0
620       64185      1        0      0    80           0
621       64207      1        0      1    80          57
622       64243      1        0      1    73          57
623       64243      1        0      1    82          57
624       64271      1        0      0    80           0
625       64528      2        0      0    65           0
626       64528      2        0      1    54          49
627       64785      1        0      0    73           0
628       64785      1        0      0    82           0
629       64786      2        0      0    54           0
630       64814      1        0      1    80          57
631       64814      2        0      1    61          49
632       65071      2        0      0    61           0
633       65100      2        0      1    68          49
634       65328      1        0      0    80           0
635       65385      1        0      1    73          57
636       65900      1        0      0    73           0
637       65957      1        0      1    75          57
638       66456      1        0      0    75           0
639       66457      1        0      1    75          80
640       66471      1        0      0    75           0
641       66527      1        0      0    68           0
642       66528      1        0      1    68          57
643       66528      1        0      1    77          57
644       66814      2        0      0    68           0
645       66814      2        0      1    49          49
646       67059      1        0      0    77           0
647       67060      2        0      0    49           0
648       67087      1        0      1    68          57
649       67087      2        0      1    56          49
650       67332      1        0      0    68           0
651       67332      2        0      0    56           0
652       67359      1        0      1    80          57
653       67360      2        0      1    61          49
654       67605      1        0      0    80           0
655       67632      1        0      1    75          57
656       67851      2        0      0    61           0
657       67905      2        0      1    48          49
658       68150      1        0      0    75           0
659       68151      2        0      0    48           0
660       68178      1        0      1    68          57
661       68178      2        0      1    56          49
662       68423      1        0      0    68           0
663       68423      2        0      0    56           0
664       68450      1        0      1    80          57
665       68451      2        0      1    60          49
666       68696      1        0      0    80           0
667       68723      1        0      1    78          57
668       68941      2        0      0    60           0
669       68996      2        0      1    46          49
670       69241      1        0      0    78           0
671       69241      2        0      0    46           0
672       69269      1        0      1    77          57
673       69269      2        0      1    53          49
674       69514      1        0      0    77           0
675       69541      1        0      1    75          57
676       69787      1        0      0    75           0
677       69814      1        0      1    73          57
678       70059      1        0      0    73           0
679       70632      1        0      1    73          57
680       70632      1        0      1    82          57
681       70878      1        0      0    73           0
682       70878      1        0      0    82           0
683       70905      1        0      1    75          57
684       70905      1        0      1    84          57
685       71069      2        0      0    53           0
686       71150      1        0      0    84           0
687       71150      1        0      0    75           0
688       71178      1        0      1    78          57
689       71178      2        0      1    54          49
690       71178      1        0      1    85          57
691       71423      2        0      0    54           0
692       71451      2        0      1    61          49
693       71696      2        0      0    61           0
694       71723      2        0      1    68          49
695       71996      1        0      1    75          57
696       71996      1        0      0    85           0
697       71996      1        0      0    78           0
698       71996      1        0      1    84          57
699       72432      1        0      0    75           0
700       72432      1        0      0    84           0
701       72541      1        0      1    72          57
702       72541      1        0      1    80          57
703       73032      1        0      0    72           0
704       73032      1        0      0    80           0
705       73053      1        0      1    80          57
706       73087      1        0      1    73          57
707       73087      1        0      1    82          57
708       73114      1        0      0    80           0
709       73360      2        0      0    68           0
710       73360      2        0      1    53          49
711       73605      1        0      0    82           0
712       73605      2        0      0    53           0
713       73605      1        0      0    73           0
714       73632      1        0      1    80          57
715       73632      2        0      1    61          49
716       73878      2        0      0    61           0
717       73905      2        0      1    65          49
718       74123      1        0      0    80           0
719       74178      1        0      1    73          57
720       74669      1        0      0    73           0
721       74723      1        0      1    75          57
722       75357      1        0      1    63          57
723       75419      1        0      1    68          57
724       75419      1        0      0    63           0
725       75480      1        0      1    70          57
726       75480      1        0      0    68           0
727       75540      1        0      0    75           0
728       75541      2        0      1    51          49
729       75541      1        0      0    70           0
730       75541      1        0      1    75          57
731       75541      2        0      0    65           0
732       75542      1        0      0    75           0
733       75787      2        0      0    51           0
734       75814      2        0      1    58          49
735       76060      2        0      0    58           0
736       76087      2        0      1    61          49
737       76359      1        0      1    66          57
738       76523      2        0      0    61           0
739       76632      2        0      1    63          49
740       76796      1        0      0    66           0
741       76905      1        0      1    68          57
742       77069      2        0      0    63           0
743       77178      2        0      1    61          49
744       77396      1        0      0    68           0
745       77450      1        0      1    70          57
746       77614      2        0      0    61           0
747       77723      2        0      1    63          49
748       77969      1        0      0    70           0
749       77996      1        0      1    73          57
750       78160      2        0      0    63           0
751       78269      2        0      1    61          49
752       78487      1        0      0    73           0
753       78541      1        0      1    75          57
754       78705      2        0      0    61           0
755       78814      2        0      1    63          49
756       79032      1        0      0    75           0
757       79087      1        0      1    78          57
758       79251      2        0      0    63           0
759       79360      2        0      1    61          49
760       79721      1        0      1    80          57
761       79782      1        0      0    80           0
762       79782      1        0      1    75          57
763       79796      2        0      0    61           0
764       79844      1        0      1    73          57
765       79844      1        0      0    75           0
766       79905      2        0      1    44          49
767       79905      1        0      1    68          57
768       79905      1        0      0    78           0
769       79905      1        0      0    73           0
770       80151      2        0      0    44           0
771       80178      2        0      1    51          49
772       80423      2        0      0    51           0
773       80451      2        0      1    54          49
774       80696      2        0      0    54           0
775       80723      2        0      1    61          49
776       81241      1        0      0    68           0
777       81269      1        0      1    68          57
778       81814      2        0      1    60          49
779       81814      2        0      0    61           0
780       82060      2        0      0    60           0
781       82086      1        0      0    68           0
782       82087      1        0      1    68          64
783       82087      2        0      1    60          40
784       82087      2        0      1    56          40
785       83069      1        0      0    68           0
786       83450      1        0      1    61          69
787       83688      1        0      0    61           0
788       83689      1        0      1    61          69
789       83696      1        0      0    61           0
790       83723      1        0      1    63          69
791       83969      1        0      0    63           0
792       83996      1        0      1    61          69
793       84051      2        0      0    56           0
794       84051      2        0      0    60           0
795       84234      1        0      1    63          55
796       84241      1        0      0    61           0
797       84269      1        0      1    65          55
798       84269      2        0      1    37          53
799       84269      1        0      1    56          55
800       84296      1        0      0    63           0
801       84538      2        0      0    37           0
802       84541      2        0      1    44          53
803       84759      1        0      0    56           0
804       84759      1        0      0    65           0
805       84807      2        0      0    44           0
806       84814      2        0      1    53          53
807       84814      1        0      1    68          69
808       85059      1        0      0    68           0
809       85084      2        0      0    53           0
810       85087      2        0      1    44          53
811       85087      1        0      1    60          60
812       85353      2        0      0    44           0
813       85360      2        0      1    51          80
814       85605      1        0      0    60           0
815       85631      2        0      0    51           0
816       85632      2        0      1    44          80
817       85632      1        0      1    61          69
818       85904      2        0      0    44           0
819       85905      2        0      1    49          80
820       86123      1        0      0    61           0
821       86177      2        0      0    49           0
822       86178      2        0      1    42          80
823       86178      1        0      1    61          69
824       86423      1        0      0    61           0
825       86696      2        0      0    42           0
826       86723      2        0      1    49          53
827       86723      1        0      1    85          57
828       86961      1        0      0    85           0
829       86962      1        0      1    85          57
830       86969      1        0      0    85           0
831       86969      2        0      0    49           0
832       86996      1        0      1    87          57
833       86996      2        0      1    56          53
834       87241      1        0      0    87           0
835       87241      2        0      0    56           0
836       87269      1        0      1    85          57
837       87269      2        0      1    49          53
838       87514      1        0      0    85           0
839       87514      2        0      0    49           0
840       87541      2        0      1    42          53
841       87541      1        0      1    94          57
842       87541      1        0      1    82          57
843       87787      2        0      0    42           0
844       87787      1        0      0    82           0
845       87787      1        0      0    94           0
846       87814      2        0      1    49          53
847       87814      1        0      1    92          57
848       87814      1        0      1    80          80
849       88059      1        0      0    80           0
850       88059      1        0      0    92           0
851       88060      2        0      0    49           0
852       88087      2        0      1    54          53
853       88332      2        0      0    54           0
854       88359      1        0      1    61          69
855       88360      2        0      1    49          53
856       88482      1        0      0    61           0
857       88496      1        0      1    63          69
858       88605      2        0      0    49           0
859       88619      1        0      0    63           0
860       88632      1        0      1    65          69
861       88632      2        0      1    37          53
862       88878      1        0      0    65           0
863       88902      2        0      0    37           0
864       88905      1        0      1    63          69
865       88905      2        0      1    44          53
866       89150      1        0      0    63           0
867       89171      2        0      0    44           0
868       89178      1        0      1    61          69
869       89178      2        0      1    49          53
870       89423      1        0      0    61           0
871       89447      2        0      0    49           0
872       89450      1        0      1    60          59
873       89450      1        0      1    68          59
874       89451      2        0      1    41          53
875       89716      2        0      0    41           0
876       89723      2        0      1    48          53
877       89969      1        0      0    68           0
878       89969      1        0      0    60           0
879       89989      2        0      0    48           0
880       89996      1        0      1    61          69
881       89996      2        0      1    53          80
882       90432      2        0      0    53           0
883       90487      1        0      0    61           0
884       90541      1        0      1    61          69
885       90541      2        0      1    42          80
886       90787      1        0      0    61           0
887       91060      2        0      0    42           0
888       91087      1        0      1    85          56
889       91087      2        0      1    49          53
890       91324      1        0      0    85           0
891       91325      1        0      1    85          56
892       91332      2        0      0    49           0
893       91332      1        0      0    85           0
894       91359      1        0      1    87          56
895       91360      2        0      1    56          53
896       91605      2        0      0    56           0
897       91605      1        0      0    87           0
898       91632      2        0      1    49          53
899       91632      1        0      1    85          56
900       91878      2        0      0    49           0
901       91878      1        0      0    85           0
902       91905      1        0      1    94          56
903       91905      1        0      1    82          56
904       91905      2        0      1    42          53
905       92150      1        0      0    94           0
906       92150      1        0      0    82           0
907       92151      2        0      0    42           0
908       92178      1        0      1    92          56
909       92178      1        0      1    80          80
910       92178      2        0      1    49          53
911       92423      1        0      0    80           0
912       92423      1        0      0    92           0
913       92423      2        0      0    49           0
914       92451      2        0      1    54          53
915       92696      2        0      0    54           0
916       92723      2        0      1    49          53
917       92723      1        0      1    61          69
918       92846      1        0      0    61           0
919       92859      1        0      1    63          69
920       92969      2        0      0    49           0
921       92982      1        0      0    63           0
922       92996      2        0      1    37          53
923       92996      1        0      1    65          69
924       93241      1        0      0    65           0
925       93265      2        0      0    37           0
926       93269      2        0      1    44          53
927       93269      1        0      1    63          69
928       93514      1        0      0    63           0
929       93535      2        0      0    44           0
